symbol,earnings_date,entry_date,beat_streak,surprise,entry_price,exit_price,mom_60d,above_sma200,vix_at_entry,equity_return,call_cost,call_pnl,call_return,hold_days
KTOS,2025-06-30,2025-06-10,4,0.1775,39.29999923706055,43.06999969482422,0.18854961809832185,True,16.950000762939453,0.09592876669087819,1.069459853389922,2.8160932638596763,2.633192124915545,21
KTOS,2025-09-30,2025-09-10,4,0.1234,65.66000366210938,92.95999908447266,0.37237287867752833,True,15.350000381469728,0.415778158692327,1.6181229417577294,25.907732757367825,16.01097919619436,21
EIX,2025-12-31,2025-12-11,4,0.28620002,57.93000030517578,60.93000030517578,0.04056617403316554,True,14.850000381469728,0.051786638774313346,1.3811225549427737,1.7539032386588465,1.2699113720081987,22
NOW,2025-06-30,2025-06-10,4,0.1463,201.95799255371097,202.3780059814453,0.16524225457271463,True,16.950000762939453,0.002079706885691308,5.495826190849805,-4.532852071722071,-0.8247808271791739,21
HPE,2025-07-31,2025-07-11,4,0.0541,20.719999313354492,19.809999465942383,0.2755791155259565,True,16.399999618530273,-0.043918913010078844,0.5455515534567372,-0.4941278138007636,-0.905739907933281,21
HPE,2025-10-31,2025-10-10,4,0.0655,24.399999618530273,24.5,0.1348360270333843,True,21.65999984741211,0.004098376353816929,0.8484973512416539,-0.6799143203028009,-0.8013157840832903,24
UPST,2025-06-30,2025-06-10,4,0.4165,57.68000030517578,68.13999938964844,0.13245491243457708,True,16.950000762939453,0.18134533684345444,1.569629665838075,9.073182471864984,5.780460620321242,21
UPST,2025-09-30,2025-09-10,4,0.2342,62.41999816894531,52.130001068115234,0.11791087810886836,True,15.350000381469728,-0.16485096768153182,1.5382763543757174,-1.411618688876356,-0.9176626065017016,21
FDX,2025-11-30,2025-11-10,4,0.1716,253.88999938964844,273.3399963378906,0.10307612836999483,True,17.600000381469727,0.07660796799795179,7.173985489547635,13.037478685238156,1.8173271613433735,21
FDX,2026-02-28,2026-02-06,4,0.2552,369.2300109863281,387.25,0.27492350769229246,True,20.3700008392334,0.048804237135369584,12.075086826227533,6.96436690131738,0.5767550164683304,24
TMO,2025-12-31,2025-12-11,4,0.0187,578.9000244140625,592.510009765625,0.16894111968562414,True,14.850000381469728,0.023510079076845672,13.801689566083938,1.1213457425571125,0.08124699060850422,22
V,2025-03-31,2025-03-11,4,0.03,332.1400146484375,346.3500061035156,0.05524780301746744,True,26.920000076293945,0.04278313611239848,14.354844072791701,1.3309409427997796,0.09271719957742047,21
V,2025-06-30,2025-06-10,4,0.0468,370.7000122070313,355.4700012207031,0.09751827144228208,True,16.950000762939453,-0.04108446313679216,10.087755430099762,-9.134063665540637,-0.9054604593492119,21
V,2025-12-31,2025-12-11,4,0.0088,345.6300048828125,346.4800109863281,0.021554876896631738,True,14.850000381469728,0.0024592948861711923,8.240245000757987,-6.622411255420524,-0.8036667908310196,22
SOFI,2025-06-30,2025-06-10,4,0.447,14.390000343322754,17.639999389648438,0.14384993739482813,True,16.950000762939453,0.2258512139531496,0.39159104214277707,2.9057344229720146,7.420329145099703,21
SOFI,2025-09-30,2025-09-10,4,0.2301,25.520000457763672,25.760000228881836,0.41614422604771517,True,15.350000381469728,0.009404379577318994,0.6289140406826553,-0.3263264808554519,-0.51887294565922,21
STX,2025-06-30,2025-06-10,4,0.060100004,127.98999786376952,145.0399932861328,0.29283534927027766,True,16.950000762939453,0.1332134987650444,3.4829559035126687,13.956167846567975,4.006989532222543,21
STX,2025-09-30,2025-09-10,4,0.0876,193.0399932861328,256.8399963378906,0.32117696931381845,True,15.350000381469728,0.3305014777802571,4.757271160392968,59.66676322987404,12.54222456912575,21
STX,2025-12-31,2025-12-11,4,0.0958,307.8500061035156,287.5400085449219,0.2962806720984683,True,14.850000381469728,-0.06597367924613405,7.339523299309359,-6.7023114553649465,-0.9131807587552214,22
